gene_id,Ht_1,Ht_2,Ht_3,St_1,St_2,St_3
ENSAPEG00000000002.1,23.708514409000003,16.106082,27.277517200000002,20.28,33.7733926,24.667087
ENSAPEG00000000003.1,23.178,23.901,20.0948,17.166,21.8902,26.0576
ENSAPEG00000000004.1,1.97003,2.24937,2.83082,1.00549,1.71426,1.36457
ENSAPEG00000000005.1,10.3674,9.69581,8.88413,6.31781,10.8686,11.4922
ENSAPEG00000000006.1,11.21471,34.03989,48.51522,30.5911,30.29064,6.574916
ENSAPEG00000000007.1,5.07983,7.80021,8.52783,17.1071,8.45346,3.88451
ENSAPEG00000000008.1,0.783578,0.427397,0,0,0.4584,0.478414
ENSAPEG00000000009.1,2.61451,2.82547,1.20865,1.7154,2.3185,2.15206
ENSAPEG00000000010.1,41.65616,40.53353,47.0324,31.0139,35.9147,57.19712
ENSAPEG00000000011.1,11.905569999999999,8.856382,8.0714,6.63409,9.930719999999999,10.056508
ENSAPEG00000000012.1,11.654,8.90876,9.88461,7.85783,12.0777,13.7358
ENSAPEG00000000013.1,11.577407,6.17829,3.28568,3.518,7.01135,6.55507
ENSAPEG00000000014.1,39.724,48.1711,40.2476,32.6304,45.3076,59.7689
ENSAPEG00000000015.1,15.9126,16.5041,8.61915,6.17197,18.8696,9.67146
ENSAPEG00000000016.1,45.452,41.1716,53.2752,53.8156,48.5041,43.1274
ENSAPEG00000000017.1,9.45121,9.41279,9.08178,7.97681,10.201979999999999,11.10225
ENSAPEG00000000018.1,5.31155,7.49048,11.5375,0,3.63007,7.45857
ENSAPEG00000000019.1,10.50839,9.21451,7.759270000000001,7.07548,10.813970000000001,12.15994
ENSAPEG00000000020.1,2.40236,1.64841,4.93773,3.52462,4.10445,2.2325
ENSAPEG00000000021.1,0.280595,0.534059,1.04939,0,0.609089,1.29571
ENSAPEG00000000022.1,7.94963,9.9018,11.6616,6.20957,9.36847,13.1881
ENSAPEG00000000023.1,0,0,0,0,0.220936,0.414178
ENSAPEG00000000024.1,49.692,48.6369,33.7889,36.3368,62.6139,70.3477
ENSAPEG00000000025.1,250.432,184.239,196.045,196.333,132.733,220.025
ENSAPEG00000000026.1,8.06566,11.1748,6.90161,6.30007,7.68842,10.5955
ENSAPEG00000000027.1,0,1.46458,13.5339,0,0,3.79171
ENSAPEG00000000028.1,9.24687,9.03261,5.30384,8.28526,8.96765,9.40663
ENSAPEG00000000029.1,1.36353,4.71993,3.16661,9.33821,6.77243,10.999089999999999
ENSAPEG00000000030.1,6.6556,9.510447000000001,6.92763,6.820905848000001,7.31863,9.18188
ENSAPEG00000000031.1,7.32097,10.6774,7.81714,10.2572,7.4716,12.8625
ENSAPEG00000000032.1,17.97126,27.190343,7.85876,5.89077,7.5924439999999995,12.441066999999999
ENSAPEG00000000033.1,8.15341,8.84651,9.04601,2.61164,6.61959,8.82738
ENSAPEG00000000034.1,4.0783,2.73965,0,0,4.03433,3.82345
ENSAPEG00000000035.1,12.0542,8.56773,9.38986,13.5741,9.87559,10.4352
ENSAPEG00000000036.1,0.131317,0.0465444,0,0,0.0413421,0.0918987
ENSAPEG00000000037.1,0,0.0409266,0,0,0,0
ENSAPEG00000000038.1,6.16474,3.39914,4.85008,0,4.09531,4.34263
ENSAPEG00000000039.1,0,0.325511,0,0,0.383824,0
ENSAPEG00000000040.1,2.497351,0.935096,0,1.12019,1.6510018,1.833404
ENSAPEG00000000041.1,10.366071,6.133093,8.54487,10.45638,8.3390318,9.859524
ENSAPEG00000000042.1,54.6193,49.2629,57.903,62.5453,52.303,47.1755
ENSAPEG00000000043.1,0,0.585793,0,0,0.23428,0.614108
ENSAPEG00000000044.1,183.2698,295.6155,123.366,286.325,236.3332,276.7247
ENSAPEG00000000045.1,8.17327,9.65312,14.3744,5.41397,9.72455,3.6161
ENSAPEG00000000046.1,0.822989,0.9754575,1.27541,0,1.067397,1.909009
ENSAPEG00000000047.1,0,0,0,0,0,0.345343
ENSAPEG00000000048.1,2.51101,2.37329,0,0,0.500388,3.09885
ENSAPEG00000000049.1,18.4799,15.3435,14.2654,10.9089,14.591,19.1174
ENSAPEG00000000050.1,23.294753,30.879258,15.9172,20.666,22.485671,29.0149349
ENSAPEG00000000051.1,0,0.207257,0,0,0,0
ENSAPEG00000000052.1,2.74702,5.02602,9.23187,8.05371,2.2125,3.54705
ENSAPEG00000000053.1,15.3753,11.6648,13.1217,26.163,12.3422,9.78356
ENSAPEG00000000054.1,509.73900000000003,562.313,518.375,424.773,692.342,574.554
ENSAPEG00000000055.1,1.6014,1.17655,2.1557,0.417198,2.18137,2.28039
ENSAPEG00000000056.1,3724.35,3730.34,3732.3,3177.34,3691.98,3294.51
ENSAPEG00000000059.1,94.6202,71.4939,67.9273,92.6095,69.0022,91.5159
ENSAPEG00000000060.1,8.44072,6.29252,7.2098,7.79773,7.73324,7.98689
ENSAPEG00000000061.1,69.9279,51.9452,75.248,69.9595,94.6373,91.2841
ENSAPEG00000000062.1,1.55887,1.11089,2.07616,1.47615,1.36168,0.797674
ENSAPEG00000000063.1,14.8828,18.6682,18.7501,10.0591,20.0092,20.0436
ENSAPEG00000000064.1,0,0,0,0,0,0.345343
ENSAPEG00000000065.1,2.51101,2.37329,0,0,0.500388,3.09885
ENSAPEG00000000066.1,5.41105,3.99304,0,0,6.21162,4.91534
ENSAPEG00000000067.1,0,0,0,0,0,0
ENSAPEG00000000068.1,0,0,0,0,0,0.0877297
ENSAPEG00000000069.1,0,0,0,0,0,0
ENSAPEG00000000070.1,0,0.138984,0,0,0,0.128655
ENSAPEG00000000071.1,7.48212,17.34245,12.52171,5.231332,8.649329999999999,13.06756
ENSAPEG00000000072.1,3.36612,4.17109,3.55151,1.37535,3.42909,4.08508
ENSAPEG00000000073.1,0.209456,0.329361,0,0,0.247157,0.329754
ENSAPEG00000000074.1,0,0,0,0,0.107133,0.0399809
ENSAPEG00000000075.1,24.3497,19.4711,22.1497,22.8921,26.0956,27.9586
ENSAPEG00000000076.1,0,0.181443,0.512438,2.08137,0.155151,0.223139
ENSAPEG00000000077.1,0,0,0,0,0,0
ENSAPEG00000000078.1,0.191826,0.237643,0,0,0.0958656,0.219626
ENSAPEG00000000079.1,6.42021,5.39327,6.20239,6.26419,5.299,5.77907
ENSAPEG00000000080.1,0.542584,1.39495,0.674558,0,0.459444,0.587818
ENSAPEG00000000081.1,2.13543,5.30164,3.29182,0,1.99004,1.67437
ENSAPEG00000000082.1,6.87267,13.3409,8.05558,4.31773,5.02075,5.41782
ENSAPEG00000000083.1,26.8407,29.0016,27.4889,44.2463,30.6287,31.2742
ENSAPEG00000000084.1,89.6727,67.5564,20.1827,43.3569,105.966,79.2545
ENSAPEG00000000085.1,77.41852,62.007239999999996,47.0592,48.6049,61.712630000000004,83.16945
ENSAPEG00000000086.1,76.6383,63.3558,46.4788,45.3363,63.5743,84.6256
ENSAPEG00000000087.1,0,0.169387,0,0,0,0
ENSAPEG00000000088.1,0.605145,0.294717,0,0,0.202194,0.262995
ENSAPEG00000000089.1,98.7228,126.611,103.983,138.009,115.369,91.8357
ENSAPEG00000000090.1,89.5208,94.3474,84.2632,82.9774,81.2856,77.3821
ENSAPEG00000000091.1,16.6754,11.4553,12.1706,26.63718,13.8173,17.1624
ENSAPEG00000000092.1,29.1229,33.126,24.6269,21.9914,25.6034,36.9051866
ENSAPEG00000000093.1,1.12687,0.806075,1.84809,0.787399,0.279821,1.14106
ENSAPEG00000000094.1,10.7615,8.3065,8.76822,0,9.00699,7.80909
ENSAPEG00000000095.1,11.0761,6.20577,10.3948,6.92762,8.85018,11.376
ENSAPEG00000000096.1,1.076589,1.189928,3.9936,0,1.254671,1.687352
ENSAPEG00000000097.1,0,0.0414529,0,0,0.230683,0.278635
ENSAPEG00000000098.1,8.08102,5.00444,8.90881,7.42687,8.62098,7.20791
ENSAPEG00000000099.1,7.57037,4.7191600000000005,6.361121036529999,9.6107320149,8.921864,8.152420023952299
ENSAPEG00000000100.1,9.13881065,7.4016839999999995,7.2499,7.40746,7.25065281556208,8.254895
ENSAPEG00000000101.1,9.48634,9.03014,7.27471,3.44978,10.4995,20.8541
ENSAPEG00000000102.1,36.507,22.6972,39.0711,33.5673,54.8996,80.4966
ENSAPEG00000000103.1,10.5671,22.8388,0,0,27.4146,37.4083
ENSAPEG00000000104.1,25.96649,17.28058,8.46295,18.95474,17.74619,20.49982
ENSAPEG00000000105.1,0.925421,0.093276800000000007,1.14595,4.89736,3.17911,0.710453
ENSAPEG00000000106.1,3.61179,2.06491,4.05052,0.539056,2.91353,3.0603
ENSAPEG00000000107.1,0,0.217534,0,0,0.0757487,0.140979
ENSAPEG00000000108.1,1.23694,0.791393,0.75757426,1.6126645,1.30019,1.115608
ENSAPEG00000000109.1,10.222,9.70199,0,0,6.65396,6.01926
ENSAPEG00000000110.1,0.430032,0.658203,0.297957,0.63456,0.428617,1.00307
ENSAPEG00000000111.1,0,0,0,0,0,0
ENSAPEG00000000112.1,3.65008,2.66258,3.72341,3.18257,4.17254,4.21094
ENSAPEG00000000113.1,7.91388,5.9497488,8.92713,6.75642,8.72644,7.7643390000000005
ENSAPEG00000000115.1,49.88203,37.431097,42.6914,36.202,43.649226,46.972291000000006
ENSAPEG00000000116.1,0,0,0,0,0,0
ENSAPEG00000000117.1,2.21612,1.26169,1.1032,3.52773,1.837,2.13837
ENSAPEG00000000118.1,32.16278,70.91498299999999,33.7795,29.8147,47.54464,50.374748000000004
ENSAPEG00000000119.1,38.272259999999996,45.457983,36.219,9.27652,21.588639999999998,82.96030400000001
ENSAPEG00000000120.1,0.0878157,0.193451,0.546464,1.16494,0.289532,0.245612
ENSAPEG00000000121.1,9.6936,9.98783,15.8257,12.4231,14.4078,15.6191
ENSAPEG00000000122.1,11.4981,10.1297,7.13437,9.51847,8.2991,10.7165
ENSAPEG00000000123.1,10.8241,4.37739,1.72254,1.8383100000000001,1.62913,1.59946
ENSAPEG00000000124.1,0,0,0,0,0,0
ENSAPEG00000000125.1,0,0,0,0,0,0
ENSAPEG00000000126.1,4.40257,3.11105,4.38848,4.66999,3.64844,4.15771
ENSAPEG00000000127.1,1.72512,1.12732,1.21787,1.01228,1.91565,2.29852
ENSAPEG00000000128.1,3.78168,2.86073,4.68807,3.56396,3.60067,3.86779
ENSAPEG00000000131.1,0,0,0,0,0.574284,0
ENSAPEG00000000132.1,1.21738,1.65273,0,0,1.0466,1.56524
ENSAPEG00000000133.1,0,0,0,0,0,0
ENSAPEG00000000134.1,0,0,0,0,0,0
ENSAPEG00000000135.1,3.78319,0.316861,0,0,0,0.653551
ENSAPEG00000000136.1,0.246206,0.125796,0,0,0.132743,0.159818
ENSAPEG00000000137.1,0,0.26137,0,0,0,0.12801
ENSAPEG00000000138.1,1.5819,1.21417,1.71368,4.56438,1.68644,1.4553
ENSAPEG00000000139.1,5.845217,11.91599,4.1719859999999995,2.96632,4.825107,7.161511
ENSAPEG00000000140.1,10.841,11.5615,18.4102,15.0904,12.6495,13.3217
ENSAPEG00000000141.1,0.638213,0.713075,0,0,1.09422,1.07575
ENSAPEG00000000142.1,2.74958,3.4818,1.4989,1.16007,2.06374,2.38719
ENSAPEG00000000143.1,0,0,0,0,0,0
ENSAPEG00000000144.1,2.13237,3.82913,3.03726,4.04409,3.67895,5.3065
ENSAPEG00000000145.1,14.2907,8.85853,7.23424,9.28589,20.2363,12.2933
ENSAPEG00000000146.1,8.94417,10.4339,6.8701,7.02238,8.17693,11.5242
ENSAPEG00000000147.1,0,0,0,0,0,0
ENSAPEG00000000148.1,10.465361,6.809189,12.49207,11.5281,12.22079,12.569569999999999
ENSAPEG00000000149.1,8.09043,5.71441,1.35163,8.67153,5.72365,7.47287
ENSAPEG00000000150.1,0.264934,0.0299282,0,0,0.0415938,0.061749
ENSAPEG00000000151.1,1.041143,0.526405,0.316255,0.673578,0.287324,0.753109
ENSAPEG00000000152.1,4.85604,3.15061,4.72175,11.7072,6.00957,4.83269
ENSAPEG00000000153.1,3.82719,2.4472496,7.691369999999999,4.5458,4.61002,4.34682
ENSAPEG00000000154.1,1.6479196,2.3215570999999997,3.24855,0,1.2745300265883999,2.427996
ENSAPEG00000000155.1,1.45133,1.22238,1.36753,1.09162,1.02259,1.3275
ENSAPEG00000000156.1,0.159876,0.0538358,0,0,0.149964,0.0279086
ENSAPEG00000000157.1,2.32463005836,4.548200000577287,4.93254,4.59606,2.9507397425199997,5.4968900000000005
ENSAPEG00000000158.1,3.16407,1.51363,1.39651,2.98731,2.32335,1.65505
ENSAPEG00000000159.1,1.3971,1.17959,1.57751,1.68305,1.01462,1.59734
ENSAPEG00000000160.1,1.18143,1.65215,1.33908,2.85226,1.2419,1.83174
ENSAPEG00000000161.1,14.54781,10.31823,12.960740999999999,9.80987,14.320034,17.353677
ENSAPEG00000000162.1,14.1871,16.808,22.9598,40.9317,27.2578,22.7934
ENSAPEG00000000163.1,4.11368,6.00561,7.04826,12.1452,5.57127,6.60117
ENSAPEG00000000164.1,49.1053,38.6418,41.6038,46.8305,45.1463,52.7139
ENSAPEG00000000165.1,2.431012,24.808957,1.159534,0,1.510883,11.152559
ENSAPEG00000000166.1,3.22682,2.93339,0,0,2.49687,1.99961
ENSAPEG00000000167.1,106.969,65.8241,67.6697,87.4544,84.2014,125.35
ENSAPEG00000000168.1,11.7313,8.29932,18.0492,12.8036,13.816,15.4266
ENSAPEG00000000169.1,174.1787,141.8635,301.64459999999997,295.0615,299.5647,248.9351
ENSAPEG00000000170.1,16.9545,17.4588,42.1089,38.0176,18.0144,27.791
ENSAPEG00000000171.1,0.21315,0.186328,0.680789,0.473686,0.219994,0.360449
ENSAPEG00000000173.1,14.8659,9.75775,12.632,13.7358,17.704,15.809
ENSAPEG00000000174.1,0.598125,0.891027,0,0,1.11244,1.03623
ENSAPEG00000000175.1,8.76015,11.50956,14.5054,2.8741064,6.93041,11.609259999999999
ENSAPEG00000000176.1,117.659,49.127,74.5299,66.0663,65.0505,41.2766
ENSAPEG00000000177.1,4.29323,2.37426,1.32719,0,2.10782,3.29406
ENSAPEG00000000178.1,81.01137515,109.748,84.3614,107.181,95.109,117.835
ENSAPEG00000000179.1,9.80169,8.9752,6.76548,4.81138,11.5474,12.3244
ENSAPEG00000000180.1,1.36756,1.36368,2.22331,7.10451,2.04785,2.46469
ENSAPEG00000000181.1,9.11787,10.1927,10.3246,5.30873,9.69264,10.9191
ENSAPEG00000000182.1,5.45326,11.982,2.57876,9.17352,6.13878,9.12072
ENSAPEG00000000183.1,9.18926,8.58668,7.13473,8.37293,8.66521,10.0597
ENSAPEG00000000184.1,34.0827,38.9873,31.5537,30.5638,33.9932,30.353
ENSAPEG00000000185.1,6.277615,5.26625,7.03665,6.00394,5.435265,6.687228
ENSAPEG00000000186.1,2.83987,2.18086,2.65314,2.8268,2.74481,2.63193
ENSAPEG00000000188.1,8.68042,7.94281,6.47264,6.13671,8.76219,7.48178
ENSAPEG00000000189.1,15.7832,18.892,24.3927,26.4695,21.5739,19.7679
ENSAPEG00000000190.1,29.8911,27.9729,30.6248,22.0206,30.6601,28.8928
ENSAPEG00000000191.1,13.115,4.61543,0,0,3.86336,6.44599
ENSAPEG00000000192.1,13.3112,10.5331,10.5582,6.14848,9.8756,12.2409
ENSAPEG00000000193.1,4.25853,2.92298,3.063131,5.19561,3.9421999999999997,4.72259
ENSAPEG00000000194.1,4.02164,3.41617,3.05033,6.50426,3.04737,4.4058
ENSAPEG00000000195.1,8.40965,6.14385,6.68432,8.38299,5.68557,7.53069
ENSAPEG00000000196.1,10.9511,5.90242,7.56035,10.2732,8.85721,9.20991
ENSAPEG00000000197.1,14.21852,11.865162,15.22436,10.6888,17.25274,15.453026000000001
ENSAPEG00000000198.1,0.158444,0.0806097,0.493208,0,0.149332,0.235465
ENSAPEG00000000199.1,4.228,1.05311,7.08511,0,1.93108,2.3635360000000003
ENSAPEG00000000200.1,1.3464,1.21276,2.21431,1.5678,1.59482,1.90133
ENSAPEG00000000201.1,1.67848,0.613395,0.868061,0,0.459749,1.0259
ENSAPEG00000000202.1,51.8709,62.7714,58.417,49.4943,66.7807,68.8966
ENSAPEG00000000203.1,0.585242,0.851305,0,0,0,0.476433
ENSAPEG00000000204.1,3.57233,2.72223,3.44081,2.44136,4.10678,3.03853
ENSAPEG00000000205.1,2.15905,2.2101,1.61238,1.1457,3.29512,4.04602
ENSAPEG00000000206.1,42.6612,51.2706,54.5747,69.1558,45.2445,56.3547
ENSAPEG00000000207.1,1.97058,1.63087,1.4722,2.09182,1.78301,2.0534
ENSAPEG00000000208.1,13.0511,11.6875,15.6343,10.2572,11.9238,14.8014
ENSAPEG00000000209.1,37.9178,79.64589000000001,31.6608,26.6602,38.915456,64.20753
ENSAPEG00000000210.1,3.04623,2.61673,1.8,5.7638,2.6556,3.19149
ENSAPEG00000000211.1,0,0,0,0,0,0
ENSAPEG00000000212.1,14.8955,21.303,10.4251,4.93929,6.83834,21.2517
ENSAPEG00000000213.1,0.856626,0.578845,0,0,0.0575215,0.406177
ENSAPEG00000000214.1,9.321027508,5.835680768633,6.823405999999999,7.459103000000001,7.62536000957321,10.87215989
ENSAPEG00000000216.1,50.9654,36.9172,46.0468,48.138,29.9615,45.702
ENSAPEG00000000217.1,0.481131,0.980069,0.230918,2.45829,1.57361,1.70228
ENSAPEG00000000218.1,0,0,0,0,0,0
ENSAPEG00000000219.1,0,3.41691,0,64.5636,14.4874,10.4802
ENSAPEG00000000220.1,2.77818,2.39947,6.60606,0,3.99685,3.57724
ENSAPEG00000000221.1,0.101998347626,0.21564719999999998,0.635936,0,0.0481466324798,0.2401792
ENSAPEG00000000222.1,1.84069,1.18826,3.27269,3.48832,0.866982,1.56286
ENSAPEG00000000223.1,1.97426,2.0948,4.85203,0,2.01537,2.33334
ENSAPEG00000000224.1,1.34591,2.41209,0.663024,0.941079,1.00406,2.50387
ENSAPEG00000000225.1,6.63876,7.50907,2.22249,2.37419,4.70703,9.39285
ENSAPEG00000000226.1,2.60083,1.9491660000000002,2.70179,2.87745,2.394203,2.297027
ENSAPEG00000000227.1,0,2.299497,0,0,3.1965,4.10137
ENSAPEG00000000228.1,2.40874,1.6175,0,0,0,3.02475
ENSAPEG00000000229.1,0,1.31021,0,0,1.24577,4.53243
ENSAPEG00000000230.1,0,0.414607,2.56163,0,0.38697,0.4401735
ENSAPEG00000000231.1,0,0.0917218,0,0,0,0
ENSAPEG00000000232.1,1.59484,0.901119,0.871686,0.477907,1.02406,1.2186
ENSAPEG00000000233.1,0,0.741426,0,0,0.259901,0.240255
ENSAPEG00000000234.1,6.29756746,5.36573350110616,5.4097167,4.06484,6.74572638,5.683065040000001
ENSAPEG00000000235.1,0,0.206242,0,0,0,0.213196
ENSAPEG00000000236.1,0.269916,0.58556,0,0,0.37724,0.0940758
ENSAPEG00000000237.1,6.45689,4.62791,4.38411,0,5.33747,5.70188
ENSAPEG00000000238.1,101.94747,103.12394400000001,110.8348,113.0326,104.814687,137.06156
ENSAPEG00000000239.1,8.42829,7.242180954357,9.6848756,9.3343914706,9.20272,10.137134600000001
ENSAPEG00000000240.1,1.64015,1.1698,1.26807,0,1.08802,1.26809
ENSAPEG00000000241.1,22.5084,44.8774,8.08347,30.9908,19.7307,52.119
ENSAPEG00000000242.1,8.94334,12.4748,21.2509,9.09061,9.21347,12.9138
ENSAPEG00000000243.1,1.9138,4.92593,4.16655,6.34562,4.0995,6.23832
ENSAPEG00000000244.1,49.6158,30.9756,37.9673,40.8133,37.1393,40.0398
ENSAPEG00000000245.1,16.1983,27.9344,14.2951,15.2295,24.1892,30.711
ENSAPEG00000000246.1,5.65406,6.76709,3.70143,3.94641,5.69611,7.73184
ENSAPEG00000000247.1,4.70262,4.146308,2.78352,8.90601,10.531287,15.671280000000001
ENSAPEG00000000248.1,0.682655,0.577053,0.707055,1.50824,1.17715,0.536728
ENSAPEG00000000249.1,11.6469,7.75551,9.24667,10.3722,11.1988,12.5733
ENSAPEG00000000250.1,35.7839,29.2298,31.577,35.9633,37.7911,39.6112
ENSAPEG00000000251.1,14.1691,12.3002,12.3368,12.673,13.2363,13.4314
ENSAPEG00000000252.1,32.6804,17.8729,24.0059,60.7251,48.5057,36.8317
ENSAPEG00000000253.1,0.151191,0.351319,0.628448,1.33849,1.2012070000000001,0.878082
ENSAPEG00000000254.1,18.8632,11.2352,21.5825,60.8512,56.8682,47.4539
ENSAPEG00000000255.1,7.64671,5.84709,22.0417,129.29,63.2296,64.404
ENSAPEG00000000256.1,0.42309,0.2308425,0.409631,11.64298,5.4065563,5.94651
ENSAPEG00000000257.1,40.92384,44.99158,31.781399999999998,23.6519,35.464420000000004,40.59209
ENSAPEG00000000258.1,46.3339,41.9187,28.730469999999997,37.0318,40.5587,41.3679
ENSAPEG00000000259.1,0.687339,1.77099,0,0,2.55575,1.01814
ENSAPEG00000000260.1,5.4391,2.95842,2.40421,2.2754,5.58236,5.46675
ENSAPEG00000000261.1,0,1.62491,39.954,0,4.91778,2.82107
ENSAPEG00000000262.1,3.50875,3.31567,2.46251,3.80252,2.85859,3.16907
ENSAPEG00000000263.1,22.7367,12.2465598,23.4941,25.6116,27.5505,27.827553
ENSAPEG00000000264.1,0,0,0,0,0,0
ENSAPEG00000000265.1,0.56589,0.128325,0,0,0.311711,0.296997
ENSAPEG00000000266.1,9.67603,3.20531,2.58261,11.0976,8.00091,7.38053
ENSAPEG00000000267.1,9.01749,8.79816,11.7149,6.23515,10.0902,5.70225
ENSAPEG00000000268.1,5.77355,5.98194,8.9279,5.4534,9.16304,4.06418
ENSAPEG00000000269.1,18.3958,16.2621,11.5044,19.6666,16.0978,17.0533
ENSAPEG00000000270.1,44.582300000000004,34.6075,33.83496,54.5094,42.7996,45.2385
ENSAPEG00000000271.1,2.76499,2.78327,2.07012,0,1.98544,1.76981
ENSAPEG00000000272.1,3.59838,3.19222,1.93424,1.90014,3.024,3.87332
ENSAPEG00000000273.1,0,0.14416,0,0,0,0.2156410353527
ENSAPEG00000000274.1,17.20029,10.952169999999999,15.991689999999998,13.1356,16.98834,17.01414
ENSAPEG00000000275.1,0,0,0,0,0,0.801955
ENSAPEG00000000276.1,40.327875999999996,28.20885,30.4914,44.029070000000004,25.669878999999998,18.77954
ENSAPEG00000000277.1,8.33067,7.89487,5.62144,7.37127,8.11802,7.33243
ENSAPEG00000000278.1,3.35092,2.269504,1.49162,2.3952218999999997,2.379811,2.9536179999999996
ENSAPEG00000000279.1,3.49872,1.73611,3.5864,6.365,3.77882,4.04973
ENSAPEG00000000280.1,3.062,1.54856,1.80924,9.65585,1.98481,2.24048
ENSAPEG00000000281.1,2.25273,2.2398114,2.72939,3.32279,1.29878,2.05747
ENSAPEG00000000282.1,5.13059,3.42767,4.56602,7.07544,5.24765,3.96179
ENSAPEG00000000283.1,3.14001,1.90922,3.33154,2.92038,3.79884,3.33542
ENSAPEG00000000284.1,5.39785,5.974,7.46204,3.41745,7.40534,6.98579
ENSAPEG00000000285.1,48.8948,49.0157,57.7178,90.3724,97.6392,89.3167
ENSAPEG00000000286.1,0.815371,0.620974,1.26755,0,0.767446,0.801526
ENSAPEG00000000288.1,4.645726,3.961901,4.11354,5.40722,4.030854,4.4329329
ENSAPEG00000000289.1,6.9986,6.99763,4.00625,6.40419,6.78517,6.84922
ENSAPEG00000000290.1,5.70375,5.62109,11.7879,14.6838,7.20844,10.7037
ENSAPEG00000000291.1,38.1084,50.9452,37.6166,57.089,50.7259,47.9766
ENSAPEG00000000293.1,0.225014,0.200749,0,0,0.557453,0.806837
ENSAPEG00000000294.1,14.59694,15.057690000000001,16.81262,6.515568,12.81203,15.30059
ENSAPEG00000000295.1,3.58442,2.29767,2.61696,3.0393,3.56667,3.10922
ENSAPEG00000000296.1,2.37366,4.69746,1.72697,5.51668,5.38812,4.61458
ENSAPEG00000000297.1,0.843152,0.510605,0.985577,0.699746,1.46747,1.17991
ENSAPEG00000000298.1,25.137595,18.787691,21.08407,19.5619,22.737988,22.184265
ENSAPEG00000000299.1,7.621224,9.387467,5.67003,4.02472,7.8180954,8.878971
ENSAPEG00000000301.1,27.228659999999998,24.26818,22.831690000000002,35.781,27.35426,33.06423
ENSAPEG00000000302.1,4.448222,2.316206,4.161124846,2.3299,3.342162,3.582456
ENSAPEG00000000303.1,8.10143,55.8265,16.8848,36.7559,31.1606,66.1407
ENSAPEG00000000304.1,1.66687,0.701189,1.03303,4.41281,0.78145,0.640061
ENSAPEG00000000305.1,15.08567,10.89407,13.21551,13.09853,15.08298,13.46687
ENSAPEG00000000306.1,40.3549900171939,30.494445,37.292902167,29.341390917000002,42.57422,37.766254000000004
ENSAPEG00000000307.1,7.076098,4.512806,6.7259,9.55029,6.127827,6.462181
ENSAPEG00000000308.1,1.3291270000000002,1.9552869999999998,0,2.98731,1.4432369999999999,2.49325
ENSAPEG00000000309.1,103.815,53.518467,102.40885,136.263,151.32863600000002,116.234452
ENSAPEG00000000310.1,0,22.767,12.7112,0,0.971822,16.3325
ENSAPEG00000000311.1,5.3906,6.26172,4.01691,6.22333,4.92094,7.30704
ENSAPEG00000000312.1,4.95297,7.52903,3.94813,25.3824,9.24407,9.61296
ENSAPEG00000000313.1,0,0.286637,0,0,0,0.298998
ENSAPEG00000000314.1,1.86845,4.07126,1.78359,13.3259,4.58812,5.11985
ENSAPEG00000000315.1,49.7633,48.9563,39.6074,43.1153,51.2641,65.0844
ENSAPEG00000000316.1,6.23534,4.13204,6.85531,5.58016,8.38171,6.72781
ENSAPEG00000000317.1,9.90975,6.55443,8.65466,0,2.63423,7.34392
ENSAPEG00000000318.1,13.4072,6.03798,14.5857,9.10274,9.45818,12.2479
ENSAPEG00000000319.1,7.36383,5.04164,5.90923,8.00766,6.44682,6.126580000000001
ENSAPEG00000000320.1,5.2311,1.70283,1.61323,6.90629,1.70712,1.91393
ENSAPEG00000000321.1,15.3279,8.25288,11.266,3.43082,14.6001,10.9114
ENSAPEG00000000322.1,19.1643,20.0533,17.0539,16.3521,23.9477,21.3885
ENSAPEG00000000323.1,21.326900000000002,13.81866,25.09645,27.2434,32.79027,18.6049
ENSAPEG00000000324.1,66.420617,59.0159682,63.94036,88.33885,67.82559,60.787591
ENSAPEG00000000325.1,4.10391,5.3783,5.06355,4.44041,4.53491,5.29869
ENSAPEG00000000326.1,33.9869,25.0271,41.062,44.6005,49.7968,38.8155
ENSAPEG00000000327.1,1.99688,2.50997,2.72987,0.814263,1.42476,2.3718
ENSAPEG00000000328.1,0.616417,0.46727,0,0,0.1446,0.295945
ENSAPEG00000000329.1,6.34991,11.3957,7.63762,3.14762,7.44308,8.46931
ENSAPEG00000000330.1,21.7324,16.2313,17.2536,15.7739,19.5617,16.0094
ENSAPEG00000000331.1,2.74466,0,0,0,0,0
ENSAPEG00000000332.1,15.57019,12.22226,13.1088,14.5391,17.076825999999997,16.328699999999998
ENSAPEG00000000333.1,1.5301,1.08156,2.01972,1.36613,1.32564,1.23499
ENSAPEG00000000334.1,0,0,0,0,0,0
ENSAPEG00000000335.1,10.3911,10.43562,8.1308,10.3273,7.66342,11.84362
ENSAPEG00000000336.1,0.80683,2.56538,2.47816,0,8.09557,0.984768
ENSAPEG00000000337.1,1.59073,1.26782,0,0,0.950382,1.41408
ENSAPEG00000000338.1,1.95805,8.85445,3.49003,3.18484,3.20876,6.3835
ENSAPEG00000000339.1,8.98315,9.230557000000001,5.82778,19.51271,19.84376,15.346017
ENSAPEG00000000340.1,12.630016,5.479655999999999,6.9085600000000005,3.739130101587,6.843635,9.0110584
ENSAPEG00000000341.1,5.27758,3.06016,4.89381,3.6062,6.65772,6.75585
ENSAPEG00000000342.1,9.90505,8.42097,9.31841,13.574069999999999,11.34238,11.74305
ENSAPEG00000000343.1,0.0537425,0,0,0,0.0760926,0.0470036
