gene_id,Ht_1,Ht_2,Ht_3,St_1,St_2,St_3
ENSAPEG00000013521.1,2.14268,11.0992,3.48488,8.53792,3.98693,8.26567
ENSAPEG00000013522.1,15.6878,5.34018,11.9588,4.2509,9.43685,5.81949
ENSAPEG00000013523.1,333.997,213.137,288.615,499.866,302.525,251.04
ENSAPEG00000013525.1,22.2914,16.3351,26.0992,22.1009,25.4258,26.4936
ENSAPEG00000013526.1,7.03379,8.91087,10.0996,10.7657,8.60847,8.5332
ENSAPEG00000013527.1,10.1071,7.23888,5.34731,2.85119,7.43595,8.90578
ENSAPEG00000013528.1,0.122057,0.268058,0,0,0.057373,0.127934
ENSAPEG00000013529.1,3.28256,4.27474,0.92554,1.97599,4.48145,3.95984
ENSAPEG00000013530.1,22.6972,17.4063,19.0251,17.3009,19.763,22.6728
ENSAPEG00000013531.1,3.61321,2.0147,4.22273,8.24547,2.18455,2.82423
ENSAPEG00000013532.1,0,0,10.5656,0,0,0
ENSAPEG00000013533.1,34.1654,19.5259,8.61915,12.3439,18.4358,19.8306
ENSAPEG00000013534.1,6.43456,5.62848,5.63916,6.0566,4.47159,6.46265
ENSAPEG00000013535.1,37.3322,36.6357,47.3051,45.8102,41.3461,47.3714
ENSAPEG00000013536.1,22.7283,19.8205,18.6523,25.7703,23.6676,23.1152
ENSAPEG00000013537.1,1.88028,0.80504,4.23649,0,1.36198,1.93912
ENSAPEG00000013538.1,9.4213,8.602005,8.10736,12.8581,10.3259,11.4839
ENSAPEG00000013540.1,3.38565,1.6330895,2.651221,3.15689,2.31604,2.62466
ENSAPEG00000013541.1,16.8033,11.4579,8.97638,14.617,19.17,16.9285
ENSAPEG00000013542.1,4.06111,4.38455,2.58071,2.49763,4.92063,2.60552
ENSAPEG00000013543.1,2.06172,3.045441,1.54,1.09417,3.03074,2.2924
ENSAPEG00000013544.1,10.7942,7.70837,7.09133,7.54823,8.15881,9.23483
ENSAPEG00000013545.1,7.4064,6.07978,10.6149,3.05483,9.38358,4.0884
ENSAPEG00000013546.1,72.6627,65.0635,81.8352,80.7432,116.827,100.785
ENSAPEG00000013547.1,295.93772,209.24189,253.11852,77.0305,142.14501199999998,135.52906000000002
ENSAPEG00000013548.1,10.16712,7.742849,9.98936,8.07107,15.270407,10.828050000000001
ENSAPEG00000013549.1,2.733,6.56806,4.42948,5.80619,7.55819,6.20513
ENSAPEG00000013550.1,30.952844,29.915099599999998,46.96451,25.612750000000002,40.0167023,37.2884567
ENSAPEG00000013551.1,61.1771,70.78601,44.0607,58.8329,71.2378,70.94487000000001
ENSAPEG00000013552.1,6.66817,4.65851,6.20056,9.35234,6.69004,6.4059
ENSAPEG00000013553.1,7.25195,3.64046,4.74103,5.91509,5.27319,6.62582
ENSAPEG00000013554.1,3.54418,1.97866,2.19064,2.6319,2.13102,3.44713
ENSAPEG00000013555.1,7.604140155871,6.1607900120282,7.6821300091159,8.01233051955,7.5740667869,7.731150240060001
ENSAPEG00000013556.1,54.6531,56.0922,40.847,46.432,60.4583,49.7893
ENSAPEG00000013557.1,7.23554,4.52535,5.69724,4.63096,6.45237,7.17812
ENSAPEG00000013558.1,9.381331,27.619667,31.3699,3.04994,10.840233,11.250309000000001
ENSAPEG00000013559.1,4.03179,3.36737,3.56427,2.49319,4.2857,3.45139
ENSAPEG00000013560.1,27.6301,24.0801,19.286,15.2088,23.5627,27.8655
ENSAPEG00000013561.1,2.04377,1.43244,4.22126,2.2542,1.75623,2.94275
ENSAPEG00000013562.1,13.4523,12.9765,20.7677,6.34729,15.2485,15.6219
ENSAPEG00000013563.1,36.5076,31.4352,32.9675,35.1781,34.611,41.434
ENSAPEG00000013564.1,9.952465,5.8232729999999995,11.67695,10.95601,8.6699,9.350200000000001
ENSAPEG00000013565.1,5.63751,3.891,4.60861,4.64819,3.94862,3.43542
ENSAPEG00000013566.1,0.455103,0.403937,0,0,0.214027,0.437334
ENSAPEG00000013567.1,10.7768,6.48186,9.2658,10.1173,11.2792,11.314
ENSAPEG00000013568.1,16.0094,6.05924,7.0016,0,8.56343,8.03296
ENSAPEG00000013570.1,1.768156,2.43462,5.58344,5.22514,3.12858,1.125882
ENSAPEG00000013571.1,23.8257,78.0882,52.2162,0,14.6292,14.4609
ENSAPEG00000013572.1,3.4766,3.27968,2.61996,1.39689,1.83408,3.97654
ENSAPEG00000013573.1,22.5042,11.8438,18.6054,26.8019,28.4016,27.2689
ENSAPEG00000013574.1,0.40053,2.61367,0.828842,8.84435,3.95098,5.54965
ENSAPEG00000013575.1,349.261,161.126,223.01,84.2737,149.209,175.712
ENSAPEG00000013576.1,0.234399,0.788355,0.971819,1.91793,1.10412,0.441349
ENSAPEG00000013577.1,5.77162,3.38184,6.17463,3.06726,6.20759,5.04572
ENSAPEG00000013578.1,0.250783,1.04864,0,0,0.35445,0.482264
ENSAPEG00000013579.1,11.9989,8.34226,10.2868,21.9807,6.39738,8.9541
ENSAPEG00000013580.1,2.6604,5.38142,2.74235,5.84927,6.27788,4.97963
ENSAPEG00000013581.1,2.29333,1.7969,2.3658,2.52799,2.23666,2.73396
ENSAPEG00000013582.1,5.32784,3.71721,4.0905,4.35506,6.15557,5.75086
ENSAPEG00000013583.1,2121,678.568,1040.66,1733.74,747.874,925.343
ENSAPEG00000013584.1,0.405607,0,0,0,0,0.226262
ENSAPEG00000013585.1,5.938131,5.3704089999999995,7.72996,5.13852,6.570837999999999,6.947907000000001
ENSAPEG00000013586.1,14.4951,13.1675824,16.6521,21.887,13.7333,15.5701
ENSAPEG00000013587.1,15.463,9.06628,11.044,20.1784,12.9371,12.7774
ENSAPEG00000013588.1,26.0789,26.8311,21.8859,13.603,16.8914,32.8441
ENSAPEG00000013589.1,16.9943,23.2253,19.0785,18.8928,20.8626,27.9392
ENSAPEG00000013590.1,0.417902,0.140123,0,0,0.097725,0.327967
ENSAPEG00000013591.1,8.156611,6.0959509999999995,5.09079,7.36976,8.74078,8.744807
ENSAPEG00000013592.1,0,0,0,0,0,0
ENSAPEG00000013593.1,0.0557717,2.6127719999999997,0,0.134641,0.982874,1.0706357
ENSAPEG00000013594.1,56.7744,34.289867,66.8464,52.4144,61.6657,52.6955226
ENSAPEG00000013595.1,7.43748,7.064917,8.25216,10.15791,5.453164,7.41263
ENSAPEG00000013596.1,33.38758,17.860419,29.249119999999998,23.0694,23.795392,26.443943
ENSAPEG00000013597.1,0.241064,0.0434844,0.485034,0,0.200136,0.40864
ENSAPEG00000013598.1,0,0,0,0,0,0
ENSAPEG00000013599.1,6.83043,11.2827,9.3325,5.52574,6.31833,10.8926
ENSAPEG00000013600.1,3.9109,3.4378,6.87572,3.43633,4.73745,6.57171
ENSAPEG00000013601.1,24.1668,33.5134,34.3429,19.0446,34.3724,30.8209
ENSAPEG00000013602.1,1.12379,0.534788,0,0,0.701613,0.457497
ENSAPEG00000013603.1,11.1522,8.979,10.2201,9.17744,10.7863,9.76811
ENSAPEG00000013604.1,0,0,0,0,0,0
ENSAPEG00000013605.1,0,0.0613701,4.54692,0,0,0.0644084
ENSAPEG00000013606.1,12.8181,15.5606,14.2678,9.66526,19.5281,12.6214
ENSAPEG00000013607.1,46.2632,35.15301,50.4908,50.44257,44.957770000000004,50.038560000000004
ENSAPEG00000013608.1,18.2847,11.9762,9.06562,4.29393,8.04388,18.1336
ENSAPEG00000013609.1,0,0,0,0,0,0.0731988
ENSAPEG00000013610.1,0,1.47443,0,0,0.22304,1.67254
ENSAPEG00000013611.1,16.438299999999998,13.45175044,13.145630327751,19.899664,14.4067481,17.317506
ENSAPEG00000013612.1,5.87045,6.5814,5.60835,5.96946,5.64815,6.52571
ENSAPEG00000013613.1,2.52931,1.10486,0,3.99749,1.64785,2.30667
ENSAPEG00000013614.1,8.59358,5.36464,5.24998,6.9844,8.68393,8.07653
ENSAPEG00000013615.1,1.40136,0.418245,0.573512,0,0.932596,1.58765
ENSAPEG00000013616.1,11.7307,8.60884,8.87056,6.32585,9.16315,7.51319
ENSAPEG00000013617.1,5.60503,5.61218,4.34094,6.16191,7.17622,5.67469
ENSAPEG00000013618.1,0.45201,0.227044,0,0,0,0.078812
ENSAPEG00000013619.1,12.8883,0.482551,0,55.7787,2.70263,3.68368450513
ENSAPEG00000013620.1,3.558,1.9654,1.9519,0,2.21581,3.09052
ENSAPEG00000013621.1,0,0,0,0,0,0
ENSAPEG00000013622.1,27.143,22.8267,30.3266,20.4488,30.4055,35.4482
ENSAPEG00000013623.1,0,0,0,0,0,0
ENSAPEG00000013624.1,0.79957,0.728152,0.998495,1.8216,1.66345,1.56739
ENSAPEG00000013625.1,14.76333,14.264800000000001,12.7354,7.0123,19.28905,11.15146
ENSAPEG00000013626.1,8.97394,8.64904,11.7239,9.16996,11.6488,8.36771
ENSAPEG00000013627.1,8.70872,8.11124,8.504629999999999,4.79087,5.535017,12.749049999999999
ENSAPEG00000013628.1,3.4835,3.90788,4.58019,4.14267,4.43967,4.10462
ENSAPEG00000013629.1,9.56605,8.314267000000001,3.72902,10.6283,9.7523,14.341558000000001
ENSAPEG00000013630.1,12.8779,11.5922,8.49226,8.37833,10.2258,12.3537
ENSAPEG00000013631.1,6.81229,6.34126,7.24939,7.09078,7.4328,7.40001
ENSAPEG00000013632.1,5.54676,8.340911,6.36518,3.67518,4.3281652,4.35603
ENSAPEG00000013633.1,17.2617,11.0289,17.5028,24.3275,20.8359,20.0717
ENSAPEG00000013634.1,0.911818,0.058733,0.647763,0,0.502841,0.900226
ENSAPEG00000013635.1,2.30078,1.07788,1.2751,0.678949,2.19622,2.48642
ENSAPEG00000013636.1,36.4314,20.6741,21.0153,34.5454,29.236,35.367
ENSAPEG00000013637.1,3.58536,3.15646,2.38549,6.78707,2.76773,6.73813
ENSAPEG00000013638.1,0.178743,0.030044,0,0,0.0837375,0.0311907
ENSAPEG00000013640.1,2.5115999999999996,3.74502,0,0,3.017258,3.220552
ENSAPEG00000013641.1,15.0978,11.0169,15.9828,13.2982,17.1788,18.2113
ENSAPEG00000013642.1,0,0.350767,0,0,0,0
ENSAPEG00000013643.1,161.40627999999998,153.75554000000002,166.35102999999998,105.644,147.35298,107.13285
ENSAPEG00000013644.1,2.18946,2.01566,3.72693,0,2.6957,2.35088
ENSAPEG00000013645.1,0.37695,0.29708,0,0,0.236197,0.307278
ENSAPEG00000013646.1,0.359481,0.536141,0.651032,3.18094,0.611941,0.620644
ENSAPEG00000013647.1,0,0.0423445,0,0,0,0.278098
ENSAPEG00000013648.1,5.87104,5.531367,9.20739,8.51078,5.27588,8.00386
ENSAPEG00000013649.1,116.608,142.412,143.738,109.835,129.915,131.811
ENSAPEG00000013650.1,3.38496,1.79796,1.68888,1.79829,2.30167,2.25278
ENSAPEG00000013651.1,1.36496,0.0567361,0,0,0,0.118915
ENSAPEG00000013652.1,8.91829,8.39794,3.51381,11.2507,7.90919,5.92095
ENSAPEG00000013653.1,3.09154,2.466198,2.80899,2.66841,3.88841,2.63574
ENSAPEG00000013654.1,7.52763,6.41729,14.5135,0,6.43049,2.80291
ENSAPEG00000013655.1,8.32143,6.21749,8.83472,1.34571,5.73112,7.73239
ENSAPEG00000013656.1,1.10694,2.26203,2.73687,0,1.24172,2.12323
ENSAPEG00000013657.1,3.93872,3.35789,3.32728,4.04637,3.95948,3.9867
ENSAPEG00000013658.1,15.5695,14.8596673,15.8226,25.4656,16.603639,17.204086
ENSAPEG00000013659.1,21.137,13.2211,11.7795,0,23.7421,18.9772
ENSAPEG00000013660.1,19.5815,12.72815,12.8003,22.63512,14.5049,20.72073
ENSAPEG00000013661.1,6.55536,11.296,16.973,0,21.132,13.2532
ENSAPEG00000013662.1,0.116847,0.129042,0,0,0.0275657,0.235027
ENSAPEG00000013663.1,14.2971,13.1268,13.7188,15.7757,14.3964,14.6002
ENSAPEG00000013664.1,13.3714,5.42227,2.73439,1.16458,0.828124,1.40363
ENSAPEG00000013665.1,3.84584,2.63986,5.97297,1.59288,3.1639,5.08093
ENSAPEG00000013666.1,1.20151,0.435063,0.450647,0.898428,1.24431,0.805814
ENSAPEG00000013667.1,1.18296,2.06247,0.525904,2.24204,4.06025,2.1862
ENSAPEG00000013668.1,21.049619999999997,17.79426,17.6037,13.26592,17.25064,17.997880000000002
ENSAPEG00000013669.1,14.6409,14.0521,10.5443,18.9498,12.9224,18.103
ENSAPEG00000013670.1,7.719143000000001,5.48224,7.89319,6.10894,8.88467,8.20682
ENSAPEG00000013671.1,7.98822,5.28657,2.65595,4.24286,6.15803,6.43702
ENSAPEG00000013672.1,19.8519,18.435,15.2444,10.9103,15.353,21.4828
ENSAPEG00000013673.1,22.4486,19.4634,23.3048,28.5076,25.5151,29.6719
ENSAPEG00000013674.1,18.752959999999998,10.67864,13.41564,11.46464,12.97692,15.475829999999998
ENSAPEG00000013675.1,4.147357,3.6140689999999998,4.0883,4.68251,3.962551,4.505172
ENSAPEG00000013676.1,2.25229,2.25832,2.76037,3.83736,3.69586,3.44931
ENSAPEG00000013677.1,13.52,16.9056,52.2087,0,17.1611,6.08307
ENSAPEG00000013678.1,0,0.050408,0,0,0,0.368991
ENSAPEG00000013679.1,9.05864,8.910243,4.3488000527413,9.27340239388,16.2195,13.95983
ENSAPEG00000013680.1,2.02053,1.73316,1.28612,4.3818,2.92138,3.62899
ENSAPEG00000013681.1,4.62856,2.24104,5.27394,6.50218,1.84943,2.81087
ENSAPEG00000013683.1,20.319672999999998,18.02117,17.5561,22.26187,30.49354,22.511587
ENSAPEG00000013685.1,3.11176,2.00142,2.58671,6.19816,4.235,3.09363
ENSAPEG00000013686.1,15.0033,9.7131,13.4793,10.2894,16.3681,15.5934
ENSAPEG00000013687.1,0,0.597442,0,0,0,0.842465
ENSAPEG00000013688.1,11.2608,22.113343999999998,12.93872,9.4608,8.67234,13.28343
ENSAPEG00000013689.1,3.025188,3.526662,2.136368,4.01261,2.945884,3.7711569999999996
ENSAPEG00000013690.1,6.06794,2.83766,4.28674,5.23876,4.85808,6.04915
ENSAPEG00000013691.1,18.3649,14.5463,17.821,27.4854,18.35,19.8485
ENSAPEG00000013692.1,61.0774,71.6356,56.0375,0,90.2732,77.5801
ENSAPEG00000013693.1,1.48155,2.46672,2.28639,2.82909,1.83489,2.87127
ENSAPEG00000013694.1,7.01189,6.58712,6.57321,4.11878,6.29339,8.44326
ENSAPEG00000013695.1,0.330878,0.546657,0,0,0.334759,0.595388
ENSAPEG00000013696.1,3.53785,3.2637,3.10198,0,5.15415,5.96562
ENSAPEG00000013697.1,2.2385,3.29885,8.30007,0,3.55683,2.26385
ENSAPEG00000013698.1,167.44,183.767,266.212,52.4236,49.2834,244.682
ENSAPEG00000013699.1,60.9493,47.5966,51.5165,47.3121,59.337,67.6208
ENSAPEG00000013701.1,0.41151,0.492666,0.42184,1.83447,1.20733,0.958655
ENSAPEG00000013702.1,0.96762,6.7788,1.29155,0.906252,1.56399,3.70241
ENSAPEG00000013703.1,1.70839,1.3754,0.531619,3.39968,1.64979,1.86657
ENSAPEG00000013704.1,26.414700314423,21.66195,23.603195999999997,25.174005469999997,32.63644,28.2193
ENSAPEG00000013705.1,5.80679136529,4.232522,2.62986,5.04005,6.034039,5.436673
ENSAPEG00000013706.1,19.5982,19.3469,26.171,22.5547,24.3603,27.1872
ENSAPEG00000013707.1,2.26213,0,0,0,0,0
ENSAPEG00000013708.1,5.38746,3.06046,4.1469,1.30766,6.32696,5.48096
ENSAPEG00000013709.1,3.3017700000000003,3.002415,2.9193800000000003,2.57931,2.662277,2.529598
ENSAPEG00000013710.1,25.8593,25.8137,27.015,30.1592,34.8518,47.907
ENSAPEG00000013711.1,4.24843,0.73518,0,0,0,3.0294
ENSAPEG00000013712.1,4.1362,3.60637,5.68229,2.51818,3.19039,4.4078
ENSAPEG00000013713.1,7.04556,7.34609,4.22981,4.15809,4.36013,8.17075
ENSAPEG00000013714.1,8.64391,7.611459999999999,8.570725,6.0566,10.523371000000001,8.770002
ENSAPEG00000013715.1,5.87478,4.76903,3.53419,3.22413,4.17788,5.87865
ENSAPEG00000013716.1,7.98413,7.55091,4.873569,10.40687,8.33328,7.83871
ENSAPEG00000013717.1,153.674,133.79947,135.784,112.285,150.56581,149.152479
ENSAPEG00000013719.1,1.78934,2.7274879999999997,2.067882,0.880479,2.412686,1.706732
ENSAPEG00000013720.1,0.60417393,0.727676,1.19737,0,1.14187,0.668035
ENSAPEG00000013721.1,0.265484,0.204419,0.563914,0,0.21987400000000001,0.120403
ENSAPEG00000013722.1,46.1442,18.931649999999998,45.62236,58.394800000000004,59.43601,40.4712
ENSAPEG00000013724.1,4.930038000000001,5.271688,6.40795,5.55645398408,6.2341,4.982431
ENSAPEG00000013725.1,2.958703,2.58165,3.34145,2.9648950000000003,2.89672,3.2850449999999998
ENSAPEG00000013726.1,7.07647,3.64755,5.70224,10.5283,2.545779,4.779993
ENSAPEG00000013727.1,2.69174,2.5201713,2.93063,2.08601,2.37705,2.268765
ENSAPEG00000013728.1,13.58964,9.12903,8.64535,12.4028,15.197849999999999,13.5385208
ENSAPEG00000013729.1,1.948925,1.185789,0.772154,1.14221,1.210526,1.455509
ENSAPEG00000013730.1,0.0906829,0.525179,0.566002,0,0.357154,0.523697
ENSAPEG00000013731.1,6.81852,6.1127,3.9077,1.19011,5.71012,6.69868
ENSAPEG00000013732.1,4.59275,5.0165,4.41761,4.06186,5.51581,5.94525
ENSAPEG00000013733.1,0.894708,150.369,10.9809,0,1.45135,66.458
ENSAPEG00000013734.1,53.6352,55.4664,55.1991,57.8158,60.1473,59.9241
ENSAPEG00000013735.1,9.148726,5.2939102,6.50559,6.31124,8.37402,8.152713
ENSAPEG00000013736.1,6.27991,4.46322,2.22249,7.12258,6.22,6.98202
ENSAPEG00000013737.1,40.9697,31.7167,31.0892,47.0199,25.4103,41.7967
ENSAPEG00000013738.1,0.278562,0.309959,0,0,0.125254,0.199171
ENSAPEG00000013739.1,41.0959,27.3733,25.8348,22.1346,28.1259,38.7879
ENSAPEG00000013740.1,0,0.256641,0,5.18186,0.281071,0.146792
ENSAPEG00000013741.1,3.4748,49.015,3.69235,1.12439,3.753,21.1127
ENSAPEG00000013742.1,23.4058,22.398284,25.3075,23.73057,27.7163,27.96542
ENSAPEG00000013743.1,8.24695,4.04058,6.53805,11.1824,2.86764,3.39231
ENSAPEG00000013744.1,6.27029,5.85155,7.08061,19.6698,18.9958,17.6282
ENSAPEG00000013745.1,1.0113485899999999,0.81359,0,1.68608,0.416863,0.619047
ENSAPEG00000013746.1,13.4629,9.3965,8.88677,14.7222,14.7021,13.9176
ENSAPEG00000013747.1,7.1926,8.43723,5.60914,2.88243,6.304391000000001,6.6934380000000004
ENSAPEG00000013748.1,4.77466,4.13899,2.93063,12.5161,3.69511,4.999714
ENSAPEG00000013749.1,109.582,88.4555,109.901,80.2555,61.668,112.31
ENSAPEG00000013750.1,10.0614,13.0768822,7.49747,11.965247457,11.6501,11.1822
ENSAPEG00000013751.1,6.44503,8.4255,12.9267,8.27033,6.31006,7.6115
ENSAPEG00000013752.1,9.12471,9.04878,6.6201,0,10.1302,11.0378
ENSAPEG00000013753.1,12.3204,14.1651,11.8324,14.0316,13.4132,15.6229
ENSAPEG00000013754.1,0,0,0,0,0,0
ENSAPEG00000013755.1,28.19661,23.41639,23.66234,42.849500118417,38.34986,33.5105059
ENSAPEG00000013756.1,4.2966679999999995,2.89001,5.258,6.53014,4.7968090000000005,4.021725
ENSAPEG00000013757.1,18.0665,16.4911,16.4067,8.24306,26.2426,28.1029
ENSAPEG00000013758.1,65.2094,68.17,68.3042,74.4638,66.3363,67.1666
ENSAPEG00000013759.1,15.062529999999999,12.34727,13.647513400100001,9.20144,18.15597,15.52393
ENSAPEG00000013760.1,9.32616,5.13901,3.59187,3.84707,4.1923,7.51071
ENSAPEG00000013761.1,14.413,11.5743,13.3837,4.75092,8.54046,8.04663
ENSAPEG00000013762.1,1.82694,1.08725,1.65777,0.504315,0.394557,0.704797
ENSAPEG00000013763.1,2.69648,0.334387,0,0,1.25225,0.466868
ENSAPEG00000013764.1,0.777245,0.478662,0.186588,0,0.409734,0.387133
ENSAPEG00000013765.1,7.96183,4.91581,6.27124,8.01206,6.61144,7.11916
ENSAPEG00000013766.1,11.1857,5.12205,9.37552,14.0932,12.0467,10.1175
ENSAPEG00000013767.1,14.162,3.6065,10.4189,0,1.8487,4.60597
ENSAPEG00000013768.1,5.26022,4.336128,3.28894,7.00532,7.7592799999999995,5.376133
ENSAPEG00000013769.1,8.59382,6.25361,9.35617,8.20564,11.7813,9.20494
ENSAPEG00000013770.1,17.6242,10.8966,19.8078,16.0409,17.6375,26.7097
ENSAPEG00000013771.1,14.7027,10.9773,28.4336,68.8315,14.0685,14.3625
ENSAPEG00000013772.1,0.457081,0.401431,0,1.04444,0.381007,0.648202
ENSAPEG00000013773.1,11.1897,8.11095,12.6034,13.6968,15.9146,13.6956
ENSAPEG00000013774.1,73.8372,72.6273,63.0045,36.1396,55.9184,62.4483
ENSAPEG00000013775.1,7.84235,8.73548,5.69923,7.78404,8.47624,8.27475
ENSAPEG00000013777.1,12.3414,8.15342,13.3343,5.18186,6.78432,11.9262
ENSAPEG00000013778.1,10.1114,6.02292,5.82863,6.41896,7.57312,7.21798
ENSAPEG00000013779.1,5.58653,9.01074,23.0397,0,0.881882,8.01807
ENSAPEG00000013780.1,2.88284,1.31304,2.79962,1.60546,2.46779,2.54281
ENSAPEG00000013781.1,10.5368,6.07722,5.26654,6.42067,6.03482,8.44191
ENSAPEG00000013782.1,0.150162,0.0603139,0,0,0.0704665,0.235959
ENSAPEG00000013783.1,0.100611,0.630092,1.25134,0,1.08911,0.527494
ENSAPEG00000013785.1,0,0.109329,0,0,0.297086,0.339113
ENSAPEG00000013786.1,0.752223,0.67063,0,3.03231,1.3374,0.773646
ENSAPEG00000013787.1,12.6465,8.34025,16.4629,49.6208,10.6526,5.35623
ENSAPEG00000013788.1,3.19226,3.44079,2.63066,6.07855,3.94878,4.3223
ENSAPEG00000013789.1,3.62245,1.69082,3.47128,0.924592,1.44526,2.58253
ENSAPEG00000013790.1,14.7192,13.0081,14.4062,9.85893,13.2867,17.1358
ENSAPEG00000013791.1,1.98264,1.41166,2.01282,3.06182,2.9173,1.97628
ENSAPEG00000013792.1,0.597542,0.398298,1.83987,0,0.416888,0.416448
ENSAPEG00000013794.1,0,0.798622,0,0,0,0
ENSAPEG00000013795.1,18.3849,15.0183,20.2343,29.4534,12.1772,20.1405
ENSAPEG00000013796.1,6.03684,16.2666,24.9064,26.9499,9.56902,8.36357
ENSAPEG00000013797.1,7.331910000000001,5.1550599,7.063044,5.25366,5.68677,6.569655
ENSAPEG00000013798.1,0.528186,0.118402,0,0,0.824946,0.430143
ENSAPEG00000013799.1,131.382,74.1021,116.297,139.793,147.577,129.198
ENSAPEG00000013800.1,2.28219,2.10208,1.98523,1.4095,1.87874,1.84751
ENSAPEG00000013801.1,4.03852,3.36843,3.06307,5.22518,5.70288,4.09716
ENSAPEG00000013802.1,3.08806,1.12534,1.06296,4.54118,2.6534,1.97613
ENSAPEG00000013803.1,0,0.0431996,0,0,0.120064,0.0594066
ENSAPEG00000013804.1,1.86147,1.14966,0.961937,0,3.42034,1.86861
ENSAPEG00000013805.1,6.86343,4.60215,3.02248,7.41141,5.77381,6.94441
ENSAPEG00000013806.1,22.6309,20.0607,23.4499,19.6783,23.5363,20.9485
ENSAPEG00000013807.1,2.36527,3.03328,2.51677,0.67956,1.39391,0.492005
ENSAPEG00000013808.1,0.828555,0.184295,0,0,0.128632,1.15511
ENSAPEG00000013809.1,10.4312,7.73019,10.6972,8.87697,10.4556,10.8659
ENSAPEG00000013810.1,0.744836,1.625638,1.03027,0,0.623216,1.113313
ENSAPEG00000013811.1,0.734015,1.22053,0,0.974116,0.346021,0.975433
ENSAPEG00000013812.1,0.393431,0,0,0,0,0
ENSAPEG00000013813.1,0,0,0,0,0,0
ENSAPEG00000013814.1,10.3844,6.672466,7.31338,7.78654,10.0067,11.3482
ENSAPEG00000013815.1,16.78958,8.9469774,10.40319,11.8603,14.229619999999999,15.376291499999999
ENSAPEG00000013816.1,7.59847,9.3266,0,0,7.11353,10.4128
ENSAPEG00000013817.1,1.82074,1.95416,1.60457,0,2.78926,2.03934
ENSAPEG00000013818.1,9.29179,9.53939,11.8162,8.40013,8.89279,10.4065
ENSAPEG00000013819.1,10.5808,8.67464,10.5918,6.21112,11.6179,11.0004
ENSAPEG00000013820.1,0.853691,1.379518,2.052247,0.70848,0.604374,0.95198
ENSAPEG00000013821.1,0,0,0.171606,0,0,0
ENSAPEG00000013822.1,16.7592,16.5533,14.5613,7.46508,24.1199,20.369
ENSAPEG00000013823.1,5.67193,4.66049,4.19155,5.36743,8.97757,10.2188
ENSAPEG00000013824.1,10.17741,7.5146299999999995,9.25153,6.1722556983,9.25323,10.318670000000001
ENSAPEG00000013825.1,11.31316,11.937543999999999,9.5562,16.37025,15.41274,15.3884606
ENSAPEG00000013826.1,39.6947,38.8705,30.8552,36.256,33.4552,40.2422
ENSAPEG00000013827.1,10.5218,8.35433,9.45379,7.66376,10.33,9.95122
ENSAPEG00000013828.1,0,2.62692,0,0,2.7461,1.33341
ENSAPEG00000013829.1,0,0,0,0,0.595574,0
ENSAPEG00000013830.1,5.68818,6.36147,2.79636,5.95936,6.03276,1.64891
ENSAPEG00000013831.1,22.0447,21.1547,19.4285,14.419,19.8358,19.638
ENSAPEG00000013832.1,15.2383,10.4959,13.9667,9.23782,13.3428,12.5641
ENSAPEG00000013833.1,29.4621,19.062178,22.2765,22.8796,29.6668,28.795759999999998
ENSAPEG00000013834.1,28.198,17.0459,22.3537,38.4337,22.0479,27.246
ENSAPEG00000013835.1,6.07465,5.54547,4.72346,3.77667,5.85403,6.65248
ENSAPEG00000013836.1,0,0.199576,0,15.9194,0,0.795222
ENSAPEG00000013837.1,1.10349,0.872685,0.420236,0,0.637143,1.09437
ENSAPEG00000013838.1,2.62835,2.58937,5.59938,0,3.12877,3.36335
ENSAPEG00000013839.1,0.906379,0.868163,1.14789,0.704845,0.824664,1.14903
ENSAPEG00000013840.1,3.30795,4.68451,3.83192,6.12499,4.02457,4.42523
ENSAPEG00000013841.1,0,0,0,98.2205,0,0
ENSAPEG00000013842.1,0.800464,0.362391,0,2.17186,0.386904,0.495645
ENSAPEG00000013843.1,1.01066,0.884346,1.27106,0.84306,1.11616,1.21453
ENSAPEG00000013844.1,0.707567,0.235026,0,0,0.164344,0.677949
ENSAPEG00000013845.1,9.90865,12.5957,7.97428,4.53291,7.80631,11.9311
ENSAPEG00000013846.1,8.82897,9.34945,8.25352,6.94626,6.99693,9.0609
ENSAPEG00000013847.1,28.9818,35.047,26.6748,31.6157,33.6985,34.8586
ENSAPEG00000013848.1,17.5405,14.9534,15.5519,16.2372,19.0612,18.0144
ENSAPEG00000013849.1,125.699498,120.200385,118.941,69.4567,149.455898,146.195583
ENSAPEG00000013850.1,17.85599,26.1169,26.239150000000002,30.50222,18.53989,25.873399999999997
ENSAPEG00000013851.1,0,0,4.6083,0,0,0
ENSAPEG00000013852.1,13.7168,10.8344,39.5713,53.1404,27.0461,40.9438
ENSAPEG00000013853.1,15.2096,5.6461,9.30256,16.5812,7.76321,17.8407
ENSAPEG00000013854.1,8.96969,5.51257,10.623,11.3125,9.32005,9.80909
ENSAPEG00000013855.1,21.2909,19.9967,27.368,19.737,23.7139,22.2235
ENSAPEG00000013856.1,21.604117000000002,24.21271,16.33223,18.5578,46.15,26.627508
ENSAPEG00000013857.1,0,0.0500932,0,0,0,0.104765
ENSAPEG00000013858.1,11.30433,7.452260000000001,14.719,34.46616,13.936269,12.50868
ENSAPEG00000013859.1,3.5356900000000002,2.30096,1.9783,4.23997,2.09205,2.96886
